,G,Y,m
Pma-Mir-145,1,0,0
Dma-Mir-34,0,1,0
Cfa-Mir-154-P25,1,0,0
Dno-Let-7-P2b2,0,1,0
Lpo-Mir-5305-P8,1,1,0
Rno-Mir-8-P3a,0,1,0
Gja-Mir-137-P3,1,1,0
Cin-Mir-4030,0,1,0
Ete-Mir-17-P1a,0,0,0
Sha-Mir-29-P1d-v2,0,1,0
Spt-Mir-430-P4,1,1,0
Mmu-Mir-486,0,1,0
Sme-Mir-22-P1,0,1,1
Bfl-Mir-193-P1j,0,1,1
Cpo-Mir-1296,1,0,0
Lgi-Mir-750,1,1,0
Xtr-Mir-10-P1d-v1,0,1,0
Mdo-Mir-7368,1,1,0
Mun-Mir-221-P1a,0,0,0
Mdo-Mir-7385-P1c,1,0,0
Xtr-Mir-430-o5k25,1,0,1
Cmi-Mir-27-P2,1,1,0
Mdo-Mir-204-P2,1,0,0
Cmi-Mir-204-P4,1,0,0
Bfl-Mir-103-P8,0,0,0
Ete-Mir-181-P2a,1,1,0
Tni-Mir-137-P3b,1,1,0
Esc-Novel-40,0,1,1
Xla-Mir-338-P2c,0,1,0
Sha-Novel-16-P26,0,1,0
Dno-Mir-188-P1,0,1,0
Cel-Mir-358-v1,0,0,0
Tgu-Mir-126-P2-v1,0,1,0
Xtr-Let-7-P2c3,0,1,0
Dre-Mir-430-o1d7,1,1,1
Ami-Mir-181-P1b,0,0,0
Mmu-Mir-154-P36,0,0,0
Mml-Mir-430-P31d,1,0,0
Mun-Mir-21,1,1,0
Lpo-Mir-87-P2h,1,0,0
Cpo-Mir-9-P2,0,0,0
Mmu-Mir-3090,0,1,0
Mml-Mir-154-P6,0,0,0
Cfa-Mir-8-P1a,0,1,0
Xla-Mir-459-P1,0,0,0
Dno-Mir-506-P7i,1,0,0
Dre-Mir-135-P1,0,0,1
Xtr-Mir-214-v1,0,0,0
Cmi-Mir-203-P6-v2,1,1,0
Cgi-Mir-2-o31a,0,0,1
Sha-Mir-12316-P2-v2,1,1,0
Dya-Mir-2-P8,0,0,0
Mml-Mir-193-P1a,0,0,1
Cli-Mir-214-v1,0,0,0
Dno-Mir-10-P2c,0,1,0
Tni-Mir-455-P2,0,0,0
Dme-Bantam,1,1,1
Dmo-Mir-216-P2,0,1,0
Mal-Mir-184-P1,0,1,0
Mmu-Mir-1947,0,0,0
Hsa-Mir-26-P4,1,1,0
Ami-Mir-193-P2a,0,1,1
Xla-Mir-135-P2c,0,0,0
Ami-Mir-199-P3-v3,0,1,0
Efe-Bantam-P6,0,1,0
Bla-Mir-34-P8,0,0,0
Gja-Mir-10-P1d-v1,0,1,0
Lch-Mir-23-P4,0,0,0
Ebu-Mir-10-P3e,0,0,0
Cfa-Mir-506-P3a,1,0,1
Dno-Mir-132-P2,1,1,0
Rno-Mir-154-P36,0,0,0
Ami-Mir-9-P1,0,0,0
Dre-Mir-10-P1b2-v2,0,1,0
Cfa-Mir-219-P3,1,0,0
Hsa-Mir-430-P27b,0,1,0
Hsa-Mir-6529,1,1,0
Sto-Let-7-P2a2,0,1,0
Lpo-Mir-22-P2d,0,0,0
Gga-Mir-1677-P5,0,0,0
Gmo-Novel-4,0,1,0
Ocu-Let-7-P2a3,0,1,0
Xtr-Mir-2970,0,1,0
Xla-Mir-1306-P1b,1,0,0
Bta-Mir-8-P2a,0,1,0
Obi-Novel-80,0,1,0
Xtr-Mir-430-o5k4,1,0,1
Ebu-Mir-210,1,0,0
Obi-Novel-64-v1,1,0,0
Cfa-Mir-154-P28,0,0,0
Xla-Mir-203-P7-v1,0,0,0
Cel-Mir-73-P1,0,1,0
Mdo-Mir-124-P2-v1,0,1,0
Cfa-Mir-154-P26,1,1,1
Cpi-Mir-10-P1c-v2,0,1,0
Sha-Mir-30-P2a,1,1,0
Xla-Mir-101-P2b-v2,1,0,0
Lch-Mir-147,0,0,0
Bta-Mir-154-P3c,1,1,0
Ami-Mir-133-P2-v2,0,1,0
Gga-Mir-33-P1,1,1,0
Loc-Mir-9-P1,0,0,0
Ete-Mir-154-P5,1,0,0
Xla-Mir-10-P3c4,0,0,0
Pbv-Mir-181-P2b,1,1,0
Dre-Mir-430-o1d5,1,1,1
Mmu-Mir-330-v1,1,1,1
Dre-Let-7-P1c2,0,1,0
Efe-Mir-190-P9,0,0,0
Cpi-Mir-153-P1,1,1,0
Aae-Mir-932,0,1,0
Pma-Mir-15-P1o1,0,1,0
Mun-Mir-132-P1,1,1,0
Bta-Mir-208-P2,0,0,0
Aca-Mir-17-P1a,0,0,0
Aca-Mir-196-P4,0,1,0
Dan-Mir-184,0,1,0
Sme-Mir-2-o56,0,1,0
Ovu-Novel-70,0,0,0
Ocu-Mir-375,0,1,0
Tni-Mir-218-P4,0,1,0
Bta-Mir-96-P1,1,1,0
Pbv-Mir-199-P1-v2,1,1,0
Hsa-Mir-217-v2,0,0,0
Dpu-Mir-190,0,1,0
Dno-Mir-92-P1d,0,1,0
Cgi-Mir-252-P1,0,0,0
Loc-Mir-194-P2,0,1,0
Bge-Novel-19,1,1,0
Tca-Mir-92-o60,0,1,0
Bta-Mir-154-P29,1,1,0
Mal-Mir-96-P1b,1,1,0
Sko-Mir-4839,0,1,0
Bta-Mir-2471,0,1,0
Efe-Novel-3-P1,1,1,0
Mal-Mir-456,1,1,0
Lch-Mir-140-P1,0,0,0
Hsa-Mir-9-P1,0,0,0
Rno-Mir-22-P1b,0,0,0
Ebu-Mir-133-P5b-v1,1,1,0
Hsa-Mir-506-P2,1,1,1
Mal-Mir-124-P4-v2,0,1,0
Xtr-Mir-103-P2,0,0,0
Xla-Mir-132-P2c,1,1,0
Mun-Mir-181-P1a,0,0,0
Ocu-Mir-338-P2,0,1,1
Dre-Mir-142-P1-v1,1,1,0
Mdo-Mir-7262-P1,0,1,0
Ebu-Mir-92-P1e,1,1,0
Asu-Mir-2-o6,0,1,0
Xbo-Novel-6,1,0,1
Dre-Mir-1306,1,0,0
Sme-Let-7-P22,0,1,0
Cbr-Mir-193-P1-v2,0,1,1
Hsa-Mir-574,0,1,0
Rno-Mir-459,0,0,1
Cgi-Mir-1994-P2,0,1,0
Spu-Mir-210-v1,0,1,0
Ami-Mir-223,1,1,1
Bta-Mir-135-P1,0,0,0
Bta-Mir-26-P2,1,1,0
Rno-Mir-488,0,1,0
Dme-Mir-2-P1-v2,1,1,0
Cel-Mir-785,1,1,1
Cte-Mir-2707,0,0,0
Cmi-Mir-17-P2a,0,0,0
Mmu-Mir-154-P4-o1,0,0,0
Lpo-Mir-10-P4m,0,0,0
Xbo-Mir-190,0,0,0
Bta-Mir-3957,0,0,0
Dno-Mir-101-P1-v1,1,1,0
Sto-Mir-10-P1c-v1,0,1,0
Mdo-Mir-208-P1,0,0,0
Mdo-Mir-383-v1,1,1,0
Dma-Novel-3,0,1,1
Cpi-Mir-490,0,1,1
Xla-Mir-92-P1a4,1,1,0
Cfa-Mir-8-P1b,0,1,0
Gja-Mir-30-P1b,1,1,0
Pbv-Mir-34-P3c,0,1,0
Asu-Mir-5350-P6,0,1,0
Rno-Mir-122,0,0,0
Hsa-Mir-138-P1,1,0,0
Loc-Mir-27-P2,1,1,0
Cmi-Novel-20,1,1,0
Cpo-Mir-15-P2d,1,1,0
Bta-Mir-210,0,1,0
Pbv-Mir-124-P1-v1,0,1,0
Xbo-Mir-1,1,1,0
Dmo-Mir-275,1,1,0
Cpo-Mir-8-P2a,0,1,0
Sto-Mir-9-P1,0,0,0
Pma-Mir-181-P2o2,0,0,0
Mdo-Mir-7257,0,1,0
Pma-Mir-124-o2,0,1,0
Mdo-Mir-10-P1c-v2,0,1,0
Ovu-Novel-40,0,1,0
Mmu-Mir-701,0,1,0
Xla-Mir-181-P2b3,1,1,0
Lpo-Mir-96-P3u,0,0,0
Dno-Mir-32,1,1,0
Cpo-Mir-187,0,1,0
Lpo-Mir-2-P2m,0,1,0
Mun-Mir-221-P2a,0,0,0
Sto-Mir-133-P4-v2,0,1,0
Mdo-Mir-17-P4c,0,0,0
Pfl-Mir-4829-P1,0,1,0
Cmi-Mir-122,0,0,0
Xla-Mir-196-P4c-v2,0,0,0
Spt-Let-7-P1c,0,1,0
Mdo-Mir-130-P1a,1,1,0
Aae-Mir-1000-P1,0,1,0
Xtr-Mir-17-P1c,0,0,0
Xla-Mir-181-P1b4,0,0,0
Ami-Mir-92-P2a,1,0,1
Pfl-Mir-153,0,1,0
Cpi-Mir-430-P3,1,1,0
Ovu-Novel-51,1,1,0
Dre-Mir-192-P2b,1,1,0
Mmu-Mir-103-P4,0,0,0
Tca-Mir-11619-P4,0,0,0
Lpo-Mir-10-P1m-v1,0,1,0
Lch-Mir-204-P2,1,0,0
Dsi-Mir-967,1,1,0
Cfa-Mir-140-P1-v1,0,0,0
Tni-Mir-10-P3d2,0,0,0
Mdo-Mir-12298,1,1,1
Lan-Mir-315,1,1,0
Sha-Mir-181-P2a,1,1,0
Aca-Mir-140-P1-v2,0,1,0
Cli-Mir-17-P2a,0,0,0
Mdo-Mir-126-P2-v1,0,1,0
Lpo-Mir-210-P11,0,1,0
Dme-Mir-2-P4b-v2,0,1,0
Gja-Mir-133-P1-v1,0,1,0
Dan-Mir-10-P1,0,1,0
Cpi-Mir-24-P3,0,1,0
Pma-Mir-143,0,1,0
Lpo-Mir-305-P7,0,0,0
Mdo-Mir-181-P1a,0,0,0
Sto-Mir-124-P4-v2,0,1,0
Esc-Novel-1,0,1,0
Loc-Mir-15-P1c-as,0,1,0
Ete-Mir-154-P3a-v2,0,0,1
Gmo-Mir-145,1,0,0
Ovu-Novel-38-v1,0,1,0
Cmi-Mir-101-P1-v1,1,1,0
Pbv-Let-7-P2b1,0,1,0
Sha-Mir-7327,1,0,0
Hsa-Mir-136-v1,0,1,0
Cfa-Let-7-P2c3,0,1,0
Hsa-Mir-3924,1,0,0
Dya-Mir-31-P2,0,0,0
Bla-Mir-4862,0,0,0
Bpl-Mir-96-P3,0,0,0
Mal-Mir-137-P3b-v1,1,1,0
Gmo-Mir-196-P1a,0,1,1
Lch-Mir-192-P1,1,1,0
Lgi-Mir-2-o16,0,1,1
Rno-Mir-196-P3,0,1,0
Ami-Mir-1306,1,0,0
Pbv-Mir-204-P2,1,0,0
Cfa-Mir-544-P2,1,0,1
Tni-Mir-15-P1a2,0,1,0
Spt-Mir-124-P3f,0,1,0
Lan-Mir-67,0,1,0
Sha-Mir-9-P4,0,0,0
Tgu-Mir-430-P1,1,1,0
Rno-Mir-146-P4,1,0,0
Ami-Mir-190-P3,0,0,0
Cmi-Mir-430-P3,1,1,0
Sha-Mir-599,0,0,0
Rno-Mir-384,0,0,0
Cfa-Mir-342,1,1,0
Dme-Mir-989,0,1,0
Rno-Mir-3559,0,0,0
Dno-Mir-17-P4a,0,0,0
Bta-Mir-362-P2-v3,0,1,0
Cgi-Mir-10-P5,0,1,1
Mdo-Mir-7398-P18,1,0,0
Sha-Mir-430-o13,0,1,0
Hsa-Mir-770,1,1,0
Oan-Mir-92-P1a5,1,1,0
Ami-Mir-122,0,0,0
Mdo-Mir-7360-P2a,0,0,0
Mml-Mir-362-P1,0,0,1
Sha-Mir-7262-P4,0,0,0
Dno-Mir-29-P1b-v1,0,1,0
Efe-Mir-124-P17,0,1,0
Aca-Mir-34-P2a,0,0,0
Sha-Mir-130-P2b,1,1,0
Dno-Mir-22-P1b,0,0,0
Esc-Novel-65,0,1,0
Hsa-Mir-154-P26,1,1,1
Tni-Mir-27-P1,1,1,0
Oan-Mir-96-P3-v2,0,0,0
Lpo-Mir-96-P1r-v2,0,0,0
Sha-Mir-7398-o6,1,1,0
Dan-Mir-76,1,1,0
Mml-Mir-544,1,0,1
Mdo-Mir-199-P3-v1,0,0,0
Cin-Mir-375,0,1,0
Sha-Novel-11-P5-v1,1,1,0
Mml-Mir-10-P2d,0,1,0
Cmi-Mir-23-P3a,0,0,0
Gmo-Mir-29-P1b1,0,1,0
Dme-Mir-987,0,0,0
Dya-Mir-964-v1,0,0,0
Cgi-Mir-184-P15c,0,1,0
Tca-Mir-282,1,0,0
Cli-Mir-181-P2a,1,1,0
Dre-Novel-6,1,1,0
Bta-Mir-193-P2a,0,1,1
Pbv-Mir-217-v2,0,0,0
Cli-Mir-10-P3c,0,0,0
Dno-Mir-184,0,1,0
Xla-Mir-184-P4,0,1,0
Ocu-Mir-1306,1,0,0
Ovu-Novel-27,1,0,0
Mal-Mir-199-P1a-v1,0,0,0
Mml-Mir-154-P28b,0,0,0
Obi-Mir-1984-P1,0,0,0
Aca-Mir-219-P3,1,0,0
Ebu-Mir-26-P7,1,1,0
Ete-Mir-34-P2a,0,0,0
Cfa-Mir-190-P3,0,0,0
Cfa-Novel-17,0,1,0
Cpo-Mir-505-v2,0,0,0
Mml-Mir-135-P4,0,0,0
Lpo-Mir-184-P19,0,1,0
Efe-Mir-67-P3,0,1,0
Hsa-Mir-3611,0,1,0
Cli-Mir-139,0,1,0
Esc-Novel-63,0,0,0
Ovu-Mir-96-P1h,1,0,0
Aca-Mir-205-P4,0,0,0
Bta-Mir-877,1,1,0
Cmi-Mir-430-P2,1,1,0
Lan-Mir-92-o81,0,0,1
Cbr-Mir-36-o20,0,1,0
Xbo-Mir-10-P2-as,0,0,0
Tgu-Mir-2958,0,1,0
Mun-Mir-208-P1,0,0,1
Rno-Mir-149,1,0,0
Ocu-Mir-875,0,1,0
Lch-Let-7-P2a1,0,1,0
Sha-Mir-32,1,1,0
Mmu-Mir-154-P12,1,0,0
Dya-Mir-955,1,1,0
Sha-Mir-9-P3,0,0,0
Cpi-Mir-383-v2,1,1,0
Mml-Mir-335,1,1,0
Hsa-Mir-430-P5,0,0,0
Dan-Mir-29-P2h,1,1,0
Bta-Mir-362-P4,0,0,1
Ami-Mir-130-P2b,1,1,0
Oan-Mir-126-P2-v2,0,1,0
Loc-Mir-23-P1,0,0,0
Mml-Mir-489-v2,1,1,0
Dan-Mir-67-v2,0,1,0
Gmo-Mir-203-P2-v1,0,0,0
Oan-Mir-194-P1,0,1,0
Mml-Mir-208-P2,0,0,0
Ete-Mir-214-v2,1,1,0
Bta-Mir-96-P3-v2,0,0,0
Gga-Mir-92-P1a,1,1,0
Hsa-Mir-2467,1,0,0
Hsa-Mir-154-P7,0,1,0
Tni-Mir-724-P1-v2,0,0,0
Xla-Mir-29-P2b4,0,1,0
Lpo-Mir-12-P8,0,1,0
Tca-Mir-11624-P1b,0,1,0
Dre-Mir-2184-P1a,0,0,0
Dmo-Mir-1003,0,1,0
Ami-Mir-217-v1,0,1,0
Mmu-Mir-1930,0,0,1
Mal-Mir-124-P3a-v2,0,1,0
Mmu-Mir-339,1,1,0
Gga-Mir-196-P1,0,1,1
Bfl-Mir-217,0,1,0
Mmu-Mir-450-P1,0,0,0
Sto-Mir-193-P2b,0,1,0
Esc-Novel-60,0,1,0
Cli-Mir-1677-P2,1,0,0
Lan-Mir-1990,0,1,0
Sko-Mir-4824,0,0,0
Lpo-Mir-279-P13,0,1,0
Mml-Mir-30-P1d,1,1,0
Cpi-Mir-34-P3b,1,1,0
Mal-Mir-459,0,0,0
Dpu-Mir-71,0,1,0
Pma-Mir-208-P3a3-v1,1,0,0
Sha-Let-7-P2a3,0,1,0
Cfa-Mir-8908-P4b,0,1,0
Cfa-Mir-103-P4,0,0,0
Csc-Mir-10-P1r,0,1,0
Ami-Mir-219-P2,0,0,0
Bta-Mir-652,1,0,0
Sha-Mir-130-P4a,1,1,0
Xtr-Mir-92-P2a,1,0,1
Xla-Mir-725-P1,0,1,1
Cpo-Mir-326,1,1,0
Dre-Mir-430-o3a12,0,1,1
Dre-Mir-15-P2a2,0,1,0
Hsa-Mir-552,0,0,0
Loc-Mir-8-P3a,0,1,0
Dre-Mir-196-P4a,0,1,0
Ete-Mir-154-P6,0,0,0
Dno-Mir-15-P2d,1,1,0
Loc-Mir-142-P1-v2,0,0,0
Bta-Mir-190-P3,0,0,0
Xtr-Mir-33-P1,1,1,0
Xtr-Mir-144,0,1,0
Pfl-Mir-92-o42,0,1,0
Mml-Mir-154-P36,0,0,0
Xtr-Mir-203-v1,0,0,0
Hsa-Mir-154-P22,1,0,0
Cel-Mir-8,0,1,0
Bla-Novel-1-P1a,0,1,0
Aca-Mir-5406,0,1,0
Efe-Mir-36-P10,0,1,0
Cmi-Mir-146-P2,1,1,0
Bta-Mir-1307,1,0,1
Cpi-Mir-205-P4,0,0,0
Hsa-Mir-126-P2-v2,0,1,0
Cpi-Mir-9579,1,1,0
Xtr-Mir-8-P2a,0,1,0
Cfa-Mir-135-P1,0,0,0
Aca-Mir-460-P2,0,1,0
Mdo-Mir-7394-P1,0,0,0
Spu-Mir-2009,0,1,0
Lan-Mir-71-P4,0,1,0
Pmi-Mir-2004,0,1,1
Dan-Mir-2-P6c,0,1,0
Ocu-Mir-29-P2b,0,1,0
Gja-Mir-130-P1b,1,1,0
Dsi-Mir-2-P1-v2,1,1,0
Xla-Mir-124-P3d-v1,0,1,0
Mdo-Mir-7385-P5c,1,0,0
Cpo-Mir-337-v2,1,1,0
Bla-Mir-103-P7,0,0,0
Pbv-Mir-130-P3a,1,1,0
Sha-Mir-153-P2,1,1,0
Oan-Mir-1422-P2,0,0,0
Dpu-Mir-96-P3,0,1,0
Ebu-Mir-338-o2,0,1,0
Obi-Novel-35-v3,0,1,0
Hsa-Mir-3144-v1,0,1,0
Gga-Mir-33-P3,1,1,0
Mmu-Mir-15-P1b,1,1,1
Oan-Mir-1421-P11,0,1,0
Mmu-Mir-1271,1,0,0
Dpu-Novel-2,0,1,1
Bpl-Mir-7-P19,0,1,0
Dno-Mir-181-P1a,0,0,0
Pmi-Mir-92-o22,0,1,0
Aca-Mir-130-P3a,1,1,0
Cel-Mir-791,0,1,0
Npo-Mir-1989,1,0,0
Lan-Mir-137,0,1,0
Pbv-Mir-1-P2,0,1,0
Oan-Mir-199-P1-v1,0,0,0
Tca-Mir-29-P2h,1,1,0
Rno-Mir-505-v1,1,1,0
Ebu-Mir-142-v2,0,0,0
Aqu-Mir-2014-P1,0,1,0
Cli-Mir-218-P4,0,0,0
Hsa-Mir-187,0,1,0
Aca-Mir-135-P1,0,0,0
Mdo-Mir-7371-P2b,0,0,0
Mml-Mir-199-P1-v3,0,1,0
Dre-Mir-181-P2c2,0,1,0
Cmi-Mir-142-P1-v1,1,1,0
Hsa-Mir-2276,1,1,0
Dsi-Mir-124,0,1,0
Tca-Mir-8,0,1,0
Dre-Mir-430-o3a13,0,1,1
Mml-Mir-430-P31c,1,0,0
Mml-Mir-378,0,0,0
Gmo-Mir-92-P1a1,1,1,0
Isc-Mir-10-P2,0,1,0
Rno-Mir-105-P1,0,1,0
Ete-Mir-127,0,1,0
Lch-Mir-599,1,1,0
Cpo-Mir-876,1,1,0
Bta-Mir-2285-P6,0,0,0
Sha-Mir-203-v2,1,1,0
Mdo-Mir-7-P4,0,1,0
Asu-Mir-77,0,1,0
Bta-Mir-17-P1c,0,0,0
Cbr-Mir-255,0,0,0
Bge-Novel-10-P1,0,0,0
Obi-Mir-29-P2,0,1,0
Hsa-Mir-652,1,0,0
Pma-Mir-33-o3,0,0,0
Sme-Mir-71-P16b,0,1,0
Lgi-Mir-193-P1,0,1,0
Mml-Mir-430-P44,0,0,0
Tca-Mir-3-P11,0,1,0
Xtr-Mir-124-P3-v2,0,1,0
Ete-Mir-27-P2,1,1,0
Dno-Mir-130-P2a,1,1,0
Ocu-Mir-28-P2,0,1,0
Xla-Novel-7-P2,1,1,0
Mml-Mir-29-P1d-v2,0,1,0
Oan-Mir-96-P3-v1,1,1,0
Spt-Mir-17-P2a,0,0,0
Mml-Mir-7184,0,1,0
Csc-Mir-750-P9,1,1,0
Bta-Mir-17-P4c,0,0,0
Lan-Mir-92-o79b,0,0,0
Ocu-Mir-33-P3,1,1,0
Dno-Mir-9-P1,0,0,0
Cpo-Mir-122,0,0,0
Mun-Mir-219-P3-v1,0,0,0
Gja-Mir-142-P2-v3,1,1,0
Bta-Mir-17-P4d,0,0,0
Hsa-Mir-181-P2a,1,1,0
Sto-Mir-144,0,1,0
Aae-Mir-957,0,1,0
Xla-Mir-153-P2c,1,1,0
Oan-Mir-199-P1-v3,0,1,0
Bla-Mir-4872-P6a,0,0,0
Dme-Mir-281-P2-v2,0,1,0
Pma-Mir-146,0,0,0
Bta-Mir-138-P2,1,0,0
Ete-Mir-133-P2-v1,1,1,0
Ete-Mir-124-P2-v2,0,1,0
Cfa-Mir-1842-v1,1,0,0
Dre-Mir-430-o1e1,1,1,1
Spt-Mir-129-P4,0,0,0
Dmo-Mir-10-P3,0,0,0
Gmo-Mir-202,0,0,0
Oan-Novel-13,1,1,1
Lch-Mir-10-P3c,0,0,0
Lch-Let-7-P2c2,0,1,1
Mal-Mir-92-P2d,1,1,0
Cgi-Mir-375-P4,0,1,0
Dan-Mir-959-v1,0,1,0
Xbo-Novel-4,0,1,0
Ocu-Mir-384,0,0,0
Mun-Mir-145,1,0,0
Hme-Mir-2-P1-v1,0,1,0
Aae-Mir-305,0,1,0
Bta-Mir-320-P1b,1,0,0
Spt-Mir-208-P2,0,0,0
Dsi-Mir-193-P1-v2,0,1,0
Sha-Mir-191,0,0,0
Dno-Mir-133-P3-v1,0,1,0
Loc-Mir-1-P2,0,1,0
Sko-Mir-137,0,1,0
Oan-Mir-1332,0,0,0
Dre-Mir-129-P1a,1,0,0
Efe-Mir-2685-P2,0,1,0
Ete-Mir-376-P4,0,0,0
Cli-Mir-137-P3,1,1,0
Tca-Mir-2-P1-v1,0,1,1
Lgi-Mir-34,0,0,0
Pma-Mir-96-P2o1,1,0,0
Mml-Mir-1271,1,0,0
Gmo-Mir-199-P2a-v2,1,1,0
Mun-Mir-7-P3,0,1,0
Sha-Novel-16-P29,0,0,0
Cfa-Mir-769,1,1,0
Ocu-Mir-130-P1c,1,1,0
Lch-Mir-130-P1a,1,1,0
Ebu-Mir-26-P6,1,1,0
Cbr-Mir-29-P2,0,1,0
Ami-Mir-133-P1-v1,0,1,0
Efe-Mir-87-o13,1,0,0
Ami-Mir-9613,0,0,0
Pfl-Mir-137-v1,0,1,0
Dsi-Mir-2-P4b-v2,0,1,0
Bge-Mir-965,0,1,0
Cmi-Mir-17-P2c,0,1,0
Oan-Mir-138-P2,1,0,0
Xtr-Mir-221-P2a,0,0,0
Mmu-Mir-208-P1,0,0,0
Isc-Mir-5315,0,1,0
Gja-Mir-96-P2,1,1,0
Sha-Mir-7333,1,1,0
Mmu-Mir-3075,0,0,0
Mml-Mir-133-P1-v1,0,1,0
Pbv-Mir-1788,0,1,0
Ocu-Mir-15-P1a,1,1,0
Bta-Mir-486,0,1,0
Mun-Mir-30-P2d,1,1,0
Mml-Mir-19-P1a,0,1,1
Aae-Mir-965,0,1,0
Lpo-Mir-92-P9,0,1,0
Spu-Mir-9,0,0,0
Tni-Mir-26-P1b,1,1,0
Mal-Mir-208-P1,0,0,0
Xla-Mir-1329-P2,0,1,0
Lan-Mir-193-P1p,0,0,1
Aae-Mir-279-P3,1,1,0
Cli-Mir-551-P2,1,0,1
Gga-Mir-1329-v2,0,1,0
Dmo-Mir-87-P2-v2,0,1,1
Mal-Mir-10-P2c2,0,1,0
Cpi-Mir-10-P3d,0,0,0
Xtr-Mir-142-P1a-v3,0,1,0
Bfl-Mir-242,0,1,0
Ete-Mir-190-P3,0,0,0
Gga-Let-7-P2c1,0,1,0
Cpi-Mir-30-P1d,1,1,0
Xla-Mir-455-P3,0,0,0
Xtr-Mir-126-P2-v3,0,1,1
Gga-Mir-181-P1a,0,0,0
Hsa-Mir-486,0,1,0
Bfl-Mir-29-P2,0,1,0
Xtr-Mir-430-o5c23,1,0,1
Sha-Mir-153-P1,1,1,0
Pma-Mir-223,1,1,1
Efe-Mir-10-P3g,0,0,0
Pbv-Mir-27-P3,1,1,0
Rno-Mir-124-P2-v2,0,1,0
Dre-Let-7-P2c2b,0,1,1
Pbv-Mir-10-P1b-v2,0,0,0
Dre-Mir-430-o1b7,1,1,1
Obi-Mir-9,0,0,0
Ami-Mir-194-P2,0,1,0
Sha-Mir-7398-o3-v2,1,1,0
Cte-Mir-133,0,1,0
Rno-Mir-154-P18,0,1,0
Lgi-Mir-1994-P1,0,1,0
Cpi-Mir-216-P2b,0,1,0
Dno-Mir-154-P26,1,1,1
Mdo-Mir-1544-P2l,0,1,0
Cbr-Mir-279-o8a,0,1,0
Mal-Let-7-P1c2,0,1,0
Mdo-Mir-7293,1,0,1
Hme-Mir-3-P18,0,1,1
Cli-Mir-32,1,1,0
Gmo-Mir-221-P2a1,0,0,0
Ami-Let-7-P2c2,0,1,1
Dno-Mir-154-P30,1,1,0
Sha-Novel-16-P20b,0,1,0
Lch-Mir-1-P2,0,1,0
Ebu-Mir-133-P5a-v2,0,1,0
Xtr-Mir-133-P1-v2,0,1,0
Dre-Mir-30-P2a,1,1,0
Gmo-Let-7-P1b1,0,1,0
Xla-Mir-383-P2,1,1,0
Gmo-Mir-30-P2a,1,1,0
Xla-Mir-34-P3a1,0,1,0
Spt-Mir-137-P1,1,1,0
Cte-Mir-2-o42,1,1,0
Dre-Mir-96-P1a,1,1,0
Loc-Mir-489-v2,1,1,0
Aae-Mir-22-P2,0,1,0
Bge-Novel-6-P2,0,0,0
Hme-Mir-71,0,1,0
Dno-Mir-2483,0,0,0
Mml-Mir-27-P3,1,1,0
Ovu-Mir-22-P1,0,0,0
Tni-Mir-199-P2a-v2,1,1,0
Gmo-Mir-17-P1a1,0,0,0
Cli-Mir-196-P1,0,1,1
Ami-Mir-1397,1,0,0
Sto-Mir-34-P3b,1,1,0
Cfa-Let-7-P2c2,0,1,1
Oan-Mir-30-P1a,1,1,0
Efe-Novel-4,0,1,0
Tni-Mir-17-P4d,0,0,0
Pmi-Mir-210-v2,0,1,0
Lan-Mir-279-o40,0,1,0
Cli-Mir-7-P2,0,1,0
Dme-Mir-2-P4a-v2,0,1,0
Dre-Mir-2189,0,1,0
Cpo-Mir-760,0,1,0
Rno-Mir-219-P2-as,0,0,0
Dre-Mir-216-P2b,0,1,0
Obi-Novel-69-P3,1,1,0
Hme-Mir-2786,0,1,0
Spt-Mir-138-P2,1,0,0
Cpo-Mir-216-P2b,0,1,0
Sha-Mir-133-P1-v2,0,1,0
Cmi-Mir-17-P4b,0,0,0
Pma-Mir-153-o1,1,1,0
Dpu-Mir-278,1,1,0
Mal-Mir-499-P1,1,0,0
Pbv-Mir-218-P2,0,1,0
Cpo-Mir-672,0,1,0
Gmo-Mir-146-P1,0,0,0
Dre-Mir-29-P2d2,0,1,0
Pmi-Mir-210-v1,0,1,0
Ete-Mir-30-P2b,1,1,1
Bfl-Mir-375,0,1,0
Pfl-Mir-252-P1,0,0,0
Cfa-Mir-2483,0,0,0
Ami-Mir-430-P3,1,1,0
Sme-Mir-2-o57,0,1,0
Dya-Mir-375,1,1,0
Pma-Mir-124-o3,0,1,0
Ocu-Mir-139,0,1,0
Bge-Mir-2-P2,0,1,1
Xtr-Mir-9-P2,0,0,0
Sha-Mir-7379,0,1,0
Ocu-Mir-199-P2-v1,0,0,0
Mdo-Mir-96-P2,1,1,0
Hsa-Mir-5581,0,1,0
Cel-Mir-86,0,1,0
Tca-Mir-9-o8,0,0,0
Tgu-Mir-1677-P4,0,1,0
Lpo-Mir-96-P2s-v2,0,1,0
Cfa-Mir-147-P2-v1,0,0,0
Spt-Mir-196-P3,0,0,0
Xla-Mir-489-P1-v1,0,0,0
Nve-Mir-2050,0,0,0
Mdo-Mir-143,0,1,0
Bla-Novel-4,0,1,1
Npo-Bantam,0,1,0
Cfa-Novel-16,0,0,1
Cfa-Let-7-P2c1,0,1,0
Dno-Mir-217-v2,0,0,0
Ocu-Mir-34-P2a,0,0,0
Aca-Mir-129-P4,0,0,0
